"","KO","names","Pathway"
"7214","K16968","methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111]","Metabolism; Energy metabolism; Sulfur metabolism"
"7215","K17050","complex iron-sulfur molybdoenzyme family reductase subunit alpha","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7216","K17053","tRNAThr (cytosine32-N3)-methyltransferase [EC:2.1.1.268]","Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"7217","K17060","two-component system, sensor histidine kinase AauS [EC:2.7.13.3]","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"7218","K17061","two-component system, response regulator AauR","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"7219","K17064","D-2-hydroxyacid dehydrogenase (NADP+) [EC:1.1.1.272]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"7220","K17065","dynamin 1-like protein [EC:3.6.5.5]","Environmental Information Processing; Signal transduction; TNF signaling pathway | Cellular Processes; Transport and catabolism; Mitophagy - yeast | Cellular Processes; Cell growth and death; Apoptosis - fly | Cellular Processes; Cell growth and death; Necroptosis | Organismal Systems; Immune system; NOD-like receptor signaling pathway | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"7221","K17069","O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]","Metabolism; Energy metabolism; Sulfur metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism"
"7222","K17073","putative lysine transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7223","K17074","putative lysine transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7224","K17076","putative lysine transport system ATP-binding protein [EC:3.6.3.-]","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7225","K17078","2'-N-acetylparomamine deacetylase / 2'''-acetyl-6'''-hydroxyneomycin deacetylase [EC:3.5.1.112 3.5.1.113]","Metabolism; Biosynthesis of other secondary metabolites; Neomycin, kanamycin and gentamicin biosynthesis"
"7226","K17080","prohibitin 1","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"7227","K17081","prohibitin 2","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"7228","K17096","annexin A8","Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"7229","K17100","dihydroxyacetone synthase [EC:2.2.1.3]","Metabolism; Energy metabolism; Methane metabolism"
"7230","K17103","CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]","Metabolism; Lipid metabolism; Glycerophospholipid metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
"7231","K17105","geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]","Metabolism; Lipid metabolism; Glycerophospholipid metabolism"
"7232","K17108","non-lysosomal glucosylceramidase [EC:3.2.1.45]","Metabolism; Lipid metabolism; Sphingolipid metabolism | Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation"
"7233","K17195","D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism"
"7234","K17199","Ras and EF-hand domain-containing protein","Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins"
"7235","K17202","erythritol transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7236","K17203","erythritol transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7237","K17204","erythritol transport system ATP-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7238","K17205","putative xylitol transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7239","K17206","putative xylitol transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7240","K17207","putative xylitol transport system ATP-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7241","K17208","inositol transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7242","K17209","inositol transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7243","K17210","inositol transport system ATP-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7244","K17213","inositol transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7245","K17214","inositol transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7246","K17215","inositol transport system ATP-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7247","K17216","cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]","Metabolism; Amino acid metabolism; Cysteine and methionine metabolism"
"7248","K17217","cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]","Metabolism; Energy metabolism; Sulfur metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism"
"7249","K17218","sulfide:quinone oxidoreductase [EC:1.8.5.4]","Metabolism; Energy metabolism; Sulfur metabolism"
"7250","K17222","L-cysteine S-thiosulfotransferase [EC:2.8.5.2]","Metabolism; Energy metabolism; Sulfur metabolism"
"7251","K17223","L-cysteine S-thiosulfotransferase [EC:2.8.5.2]","Metabolism; Energy metabolism; Sulfur metabolism"
"7252","K17224","S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20]","Metabolism; Energy metabolism; Sulfur metabolism"
"7253","K17225","sulfane dehydrogenase subunit SoxC","Metabolism; Energy metabolism; Sulfur metabolism"
"7254","K17226","sulfur-oxidizing protein SoxY","Metabolism; Energy metabolism; Sulfur metabolism"
"7255","K17227","sulfur-oxidizing protein SoxZ","Metabolism; Energy metabolism; Sulfur metabolism"
"7256","K17228","dimethylsulfone monooxygenase [EC:1.14.14.35]","Metabolism; Energy metabolism; Sulfur metabolism"
"7257","K17229","sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3]","Metabolism; Energy metabolism; Sulfur metabolism"
"7258","K17230","cytochrome subunit of sulfide dehydrogenase","Metabolism; Energy metabolism; Sulfur metabolism"
"7259","K17231","iodotyrosine deiodinase [EC:1.21.1.1]","Organismal Systems; Endocrine system; Thyroid hormone synthesis"
"7260","K17234","arabinosaccharide transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7261","K17235","arabinosaccharide transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7262","K17236","arabinosaccharide transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7263","K17237","inositol-phosphate transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7264","K17238","inositol-phosphate transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7265","K17239","inositol-phosphate transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7266","K17240","inositol-phosphate transport system ATP-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7267","K17241","alpha-1,4-digalacturonate transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7268","K17242","alpha-1,4-digalacturonate transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7269","K17243","alpha-1,4-digalacturonate transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7270","K17244","putative chitobiose transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7271","K17245","putative chitobiose transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7272","K17246","putative chitobiose transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"7273","K17247","methionine sulfoxide reductase heme-binding subunit","Not Included in Pathway or Brite; Unclassified: genetic information processing; Protein processing"
"7274","K17248","N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"7275","K17249","GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"7276","K17250","GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"7277","K17261","adenylyl cyclase-associated protein","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"7278","K17263","cullin-associated NEDD8-dissociated protein 1","Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
